,tweet,% Negative,% Neutral,% Positive,overall rating
2170,"a driverless car isn't driven by a person but is controlled by a system of sensors and processors. in many countries, tests of autonomous driving have been happening for years. .",0.0,100.0,0.0,Neutral
2171,zoox gets california permit for fully driverless car tests,0.0,100.0,0.0,Neutral
2172,amazon's zoox obtains california permit for fully driverless car tests via,0.0,100.0,0.0,Neutral
2173,amazon’s zoox obtains california permit for fully driverless car tests,0.0,100.0,0.0,Neutral
2174,amazon's zoox obtains california permit for fully driverless car tests,0.0,100.0,0.0,Neutral
2175,amazon's zoox obtains california permit for fully driverless car tests -,0.0,100.0,0.0,Neutral
2176,reminds me of the driverless car tests around kangaroo crossings. a country that allows you to put technology in the context of mundane extremes.,0.0,100.0,0.0,Neutral
2177,vw to start its first driverless car tests in china hefei next month,0.0,100.0,0.0,Neutral
2178,uk moves toward driverless car tests without safety drivers – techcrunch,18.9,81.10000000000001,0.0,Negative
2179,nissan tests driverless car »,0.0,100.0,0.0,Neutral
2180,nissan tests driverless car | news talk ./am ,0.0,100.0,0.0,Neutral
2181,chinese autox to launch driverless car tests around paypal hq in san jose - silicon valley business journal,0.0,100.0,0.0,Neutral
2182,chinese startup to launch driverless car tests around paypal hq in san jose ---&gt;,0.0,100.0,0.0,Neutral
2183,autox wins coveted driverless car permit for tests in california,0.0,70.89999999999999,29.099999999999998,Positive
2184,chinese startup to launch driverless car tests around paypal hq in san jose via,0.0,100.0,0.0,Neutral
2185,chinese startup to launch driverless car tests around paypal hq in san jose | n...,0.0,100.0,0.0,Neutral
2186,chinese startup to launch driverless car tests around paypal hq in san jose - silicon valley business journal,0.0,100.0,0.0,Neutral
2187,chinese startup to launch driverless car tests around paypal hq in san jose,0.0,100.0,0.0,Neutral
2188,chinese autonomous driving start-up autox wins driverless car permit for tests ...,0.0,74.8,25.2,Positive
2189,chinese startup to launch car tests around paypal hq in san jose via,0.0,100.0,0.0,Neutral
2190,autox wins coveted driverless car permit for tests in california via,0.0,73.0,27.0,Positive
2191,"many ways to break models&gt;this kind of vulnerability,known as an adversarial policy,could have serious consequences in the real world. a driverless car could go haywire if confronted with an arm-waving pedestrian",16.7,83.3,0.0,Negative
2192,"as my colleague would say, it’s not yet time for the driverless car in debt solutions. but good data can identify spends or trends in spending that indicate vulnerability. that helps target contact. bring on",9.6,70.3,20.1,Positive
2193,will car algorithms be another hacking vulnerability? http://t.co/ydjcobycje,21.3,78.7,0.0,Negative
2194,who could have thought a feature called full self driving would mislead customers and result in accidents?? anyone who saw the videos....,11.200000000000001,88.8,0.0,Negative
2195,so should we switch to your cars that are programmed to shut off the self driving feature seconds before an accident so can avoid liability?,25.8,74.2,0.0,Negative
2196,nearly self-driving car accidents reported over month period - aboutlaws...,20.4,79.60000000000001,0.0,Negative
2197,"the car purchase might possibly be a reward for protecting the buyer, but protecting others from accidents is mostly an externality. if there were k fatalities without self-driving and k fatalities with, then those k deaths would bankrupt the company, despite the k saved.",34.8,61.4,3.8,Negative
2198,self driving cars have more than twice as many accidents as cars operated by humans so machine error is worse.,33.0,67.0,0.0,Negative
2199,"""a new standard for accident simulations for self-driving vehicles: can we use waymo’s results from accident simulations?"" this new paper by björn lundgren may be of interest to many members of my network:",15.8,76.5,7.7,Negative
2200,maybe these ones from belerus cme with self driving and auto fire or accident detection equipment 😀,23.9,65.2,10.9,Negative
2201,"if a self-driving car gets in an accident that is clearly its fault, the owner doesn't pay damages — the manufacturers do.",19.900000000000002,58.199999999999996,21.9,Negative
2202,"last year, waymo released a new method for evaluating accident avoidance in simulation. recently, i argue that their method is flawed relative to the policy-questions we are facing for self-driving vehicles.",29.5,70.5,0.0,Negative
2203,yes so that ola can program it for self driving also so that there will be less road accidents.,9.3,78.3,12.4,Positive
2204,"there are lots of regularity bullshits that you have to go through and of course robotaxi won’t be % perfect and there would be some accidents, then you have to deal with lots of investigations and lawsuits. but the guy is doing big accomplishments towards self driving cars.",5.8999999999999995,89.5,4.7,Positive
2205,"all these accidents involving self driving tesla cars h no i'll never sit in one or buy, watch a news story about crashes death trap. 😳",31.8,68.2,0.0,Negative
2206,that’s crazy after all these self driving accidents. a truck would obviously be worst.,44.4,55.60000000000001,0.0,Negative
2207,"what should you know about self-driving cars on the streets of boston? what legal issues will be raised when self-driving vehicles are involved in accidents in massachusetts? for the answers you may need about self-driving vehicles and the law, read here:",6.2,90.4,3.5000000000000004,Negative
2208,nearly self-driving car accidents reported over month period,24.7,75.3,0.0,Negative
2209,you got auto companies lying about their self driving cars working while programming them to shut down after its calculated that an accident is inevitable you got more and more people texting and driving every day like idiots and these big ass touch screens in cars too,18.0,77.5,4.5,Negative
2210,hes cool and all but his company is sort of responsible for some autodrive deaths i didnt really care for..but idk..i couldnt do anything better to make self driving vehicles probably..has to work out kinks some way and accidents happen in testing so idk..i just dont know..,17.599999999999998,75.0,7.3999999999999995,Negative
2211,"i'm told the big concern is about legal liability in an accident if the car has to ""decide"" whether to injure the driver or a pedestrian. i'm not sure the problem is insuperable, but i'm told the issue is holding up the release of self-driving cars.",10.100000000000001,84.0,5.8999999999999995,Negative
